Product Name,Processor Type,RAM,Storage,Display,Price
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Flowers on Yellow",Intel Core i5-1135G7 11th Gen (2.40 GHz to 4.20 GHz Turbo),"8GB 3200MHz, ", 512GB SSD,"16-inch,  WUXGA (1920 x 1200) IPS","71,990"
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Iris on Ruby","Intel Core i3-1215U (10M Cache, up to 4.4 GHz)","8GB DDR4, ", 512GB SSD,"15.6"" FHD (1920 x 1080), 60Hz","71,990"
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Paisley on Lilac","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)","8GB 2666MHz, ", 512GB SATAIII M.2 2280 SSD,"15.6"" FHD (1920 x 1080)","71,990"
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Snowflakes on Azure Blue","Intel Core i5-1135G7 (2.40 GHz up to 4.20 GHz, 8 MB Cache)","8GB DDR4, ", 512GB SSD,"15"" FHD (1920 x 1080)","71,990"
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Snowflakes on Mountain Blue","AMD Ryzen 5 5625U (16MB L3 Cache, 2.3GHz, up to 4.3GHz)","8GB DDR4, ", 512GB SSD,"15.6"" FHD (1920 x 1080)","71,990"
"Dell Latitude 3520 Core i5 11th Gen 15.6"" HD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)","8GB DDR4, ", 512GB SSD,"15.6"" FHD (1920x1080) IPS","72,000"
"ASUS VivoBook 16 X1605ZA Core i3 12th Gen 16"" WUXGA Laptop","Intel Core i5-1235U 12th Gen (12M Cache, Up to 4.40 GHz)","8GB RAM, ", 512GB SSD,"15.6"" FHD (1920x1080) IPS","72,000"
"Lenovo V15 Gen 3 Core i5 12th Gen 15.6"" FHD Laptop","Intel Core i5-1235U 12th Gen (12M Cache, Up to 4.40 GHz)","8GB DDR4, ", 512GB SSD,15.6 FHD (1920 x 1080),"72,500"
"HP 250 G8 Core i5 11th Gen 8GB RAM 256GB SSD 15.6"" FHD Laptop",AMD Ryzen 5 4600H (3.0 GHz Up to 4.0 GHz),"8GB DDR4 , ", 512GB SSD,"15.6 Inch FHD (1920 x 1080) IPS, 60Hz","72,800"
"HP 15s-eq3619AU Ryzen 5 5625U 15.6"" FHD Laptop","Intel Core i7-1195G7 (12M Cache, 2.90 GHz up to 5.00 GHz)","8GB DDR4 , ", 512GB SSD,"14"" FHD TN (1920 x 1080) 250 nits","73,200"
"Lenovo IdeaPad Slim 3i Core i5 11th Gen 15.6"" FHD Laptop","Intel Core i5-1235U (12M Cache, 1.30 GHz, up to 4.40 GHz)","8GB RAM, ", 512GB SSD,"15.6"" FHD (1920x1080) IPS 300 nits","74,000"
"Acer Aspire 3 A315-59-57VA Core i5 12th Gen 15.6"" FHD Laptop","Intel Core i5-1135G7 (8MB Cache, 2.40 GHz up to 4.20 GHz)","8GB DDR4, ", 512GB SSD,"14"" FHD (1920 x 1080)","74,000"
"Acer Aspire 3 A315-59-50J9 Core i5 12th Gen 15.6"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)","8GB DDR4 , ", 512GB SSD,"15.6"" FHD (1920x1080)","74,000"
"ASUS Vivobook 15 M1502IA-EJ388W Ryzen 5 4600H 15.6"" FHD Laptop",AMD Ryzen 5 7530U (2.0GHz up to 4.5GHz),"8GB 3200MHZ, ", 512GB PCIe SSD,"15.6"" HD (1366 x 768)","74,000"
"Thunderobot IGER E1 Core i7 11th Gen 15.6"" FHD Laptop",Intel Core i5-1135G7 11th Gen (2.40 GHz to 4.20 GHz Turbo),"8GB DDR4,  ", 512GB NVME SSD,"15.6"" FHD (1920 x 1080)","74,900"
"Lenovo IdeaPad Slim 3i Core i5 12th Gen 14"" FHD Laptop","Intel Core i7-10510U (8MB Cache, 1.8GHz up to 4.9GHz)","8GB DDR4,  ", 512GB NVME SSD,"15.6"" FHD (1920x1080) TFT LCD","75,500"
"HUAWEI MateBook B3-520 Core i5 11th Gen 15.6"" FHD Laptop","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)","8GB DDR4, ", 512GB SSD,"14"" FHD (1920 x 1080) IPS","76,000"
"Walton Tamarind MX511G Core i5 11th Gen 14"" FHD Laptop",AMD Ryzen 5 7530U (2.0GHz up to 4.5GHz),"8GB DDR4 3200Mhz, ", 512GB NVMe SSD,"14"" FHD (1920x1080) IPS","74,500"
"Lenovo IP Slim 3 15ABR8 Ryzen 5 15.6"" FHD Laptop",AMD Ryzen 5 7530U (2.0GHz up to 4.5GHz) ,"16GB DDR5, ", 512GB SSD,"15.6"" FHD (1920 x 1080)","72,000"
"Dell Latitude 3520 Core i5 11th Gen 512GB SSD 15.6"" HD Laptop","Intel Core i5-1235U (12M Cache, 1.30 GHz, up to 4.40 GHz)","16GB DDR4 3200MHz RAM, ", 512GB SSD ,"14-inch, WUXGA (1920 x 1200) IPS","76,000"
"Walton Passion BX710U Core i7 10th Gen 15.6"" FHD Laptop",AMD Ryzen 5 7530U (2.0GHz up to 4.5GHz),"8GB 3200MHz, ", 1TB HDD,"15.6"" FHD (1920x1080) IPS 60Hz","74,550"
"Acer Aspire 3 A315-59 Core i5 12th Gen 15.6"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)","8 GB DDR4 3200MHz, ", 512GB PCIe M.2 SSD,"14"" FHD (1920x1080) IPS 60Hz","76,500"
"Acer Swift Go 14 SFG14-42 Ryzen 5 7530U 14"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)","8 GB DDR4 3200MHz, ", 512GB PCIe M.2 SSD,15.6 Inch FHD (1920 x 1080),"77,000"
"Acer Swift Go 14 SFG14-41 Ryzen 5 7530U 14"" FHD Laptop With Fingerprint","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)","8 GB DDR4 3200MHz, ", 512GB PCIe M.2 SSD,"15.6"" FHD (1920X1080)","77,000"
"Dell Inspiron 15 3520 Core i5 12th Gen 15.6"" FHD Laptop",Intel Core i5-1235U (1.3 GHz Up to 4.4 GHz),"8GB DDR4, ", 512GB SSD,"15.6"" FHD (1920x1080) IPS","78,500"
"ASUS Vivobook 14 M1405YA AMD Ryzen 5 7530U 14"" WUXGA Laptop","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)","16GB DDR4 3200MHz RAM, ", 512GB SSD ,"14"" FHD (1920 x 1080)","78,500"
"Huawei MateBook D15 Core i5 11th Gen 15.6"" FHD Laptop",AMD Ryzen 7 5700U (Base 1.8GHz up to Up to 4.3GHz),"8 GB DDR4 3200MHz, ", 512GB PCIe M.2 SSD,"15.6"" FHD (1920 x 1080)","76,000"
"Huawei MateBook B3-420 Core i5 11th Gen 14"" FHD Laptop","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)","8 GB DDR4 3200MHz, ", 512GB PCIe M.2 SSD,"15.6"" FHD (1920 x 1080)","76,000"
"Lenovo IdeaPad Slim 3i Core i5 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)","8GB DDR4, ", 512GB SSD,"15.6"" FHD (1920x1080) ","79,500"
"ASUS VivoBook 15 X1502ZA-EJ1249W Core i5 12th Gen 15.6"" FHD Laptop","Intel Core i7-1165G7 (2.8- 4.7GHZ, 12MB )","8GB LPDDR4x, ", 256GB SSD,"15.6"" FHD (1920x1080) ","79,500"
"ASUS VivoBook 15 X1502ZA Core i5 1235U 12th Gen 15.6"" FHD Laptop",AMD Ryzen 7 5700U (Base 1.8GHz up to Up to 4.3GHz),"8GB DDR5, ", 512GB SSD,"14"" FHD (1920*1080)","79,500"
"Lenovo IdeaPad 3 Ryzen 7 5700U 15.6"" FHD Laptop with Windows 11",AMD Ryzen 5 7520U (2.8 GHz up to 4.3 GHz) ,"8GB DDR5, ", 512GB SSD,"14.0"" IPS Full HD","79,900"
"Acer TravelMate TMP214-54 Core i5 12th Gen 14"" FHD Laptop","Intel Core i5-1235U (3.30 GHz, up to 4.40 GHz)","8GB DDR5, ", 512GB SSD,"15.6"" FHD (1920 x 1080)","80,000"
"Acer TravelMate P2 TMP215-54 Core i5 12th Gen 15.6"" FHD Laptop","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)","8GB DDR4, ", 512GB SSD,"15.6"" FHD (1920 x 1080)","80,000"
"Lenovo IdeaPad 3i 15ITL6 core i7 11th Gen 15.6"" FHD Laptop","Intel Core i5-1335U (up to 4.6 GHz, 12 MB L3 cache)","8GB RAM, ", 512GB SSD,"15.6"" FHD (1920 x 1080)","80,500"
"MSI Modern 15 A5M Ryzen 7 5700U 15.6"" FHD Laptop","Intel Core i5-1335U (up to 4.6 GHz, 12 MB L3 cache)","8GB DDR4, ", 512GB SSD,"15.6"" FHD TN (1920 x 1080) 250 nits","81,000"
"Asus VivoBook Go 15 E1504FA Ryzen 5 7520U 15.6"" FHD Laptop","Intel Core i5-1335U (up to 4.6 GHz, 12 MB L3 cache)","8GB RAM, ", 512GB SSD,"15.6"" FHD (1920*1080)","81,500"
MSI Modern 14 C12MO Core i5 12th Gen 14'' FHD Laptop,"Intel Core i5-1235U (12M Cache, 3.3GHz, Up to 4.40 GHz)","8GB RAM, ", 512GB SSD,"15.6"" FHD (1920 x 1080)","81,900"
"Acer TravelMate TMP214-53 Core i7 11th Gen 14"" FHD Laptop","Intel Core i5-1235U (3.30 GHz, up to 4.40 GHz)","8GB DDR4, ", 512GB SSD,"15.6"" FHD (1920 x 1080)","79,500"
"HP 15-fd0204TU Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1335U (up to 4.6 GHz, 12 MB L3 cache)","8GB RAM, ", 512GB SSD,"15.6"" FHD TN (1920 x 1080)","82,500"
"HP 15-fd0205TU Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1335U (up to 4.6 GHz, 12 MB L3 cache)","8GB DDR4 , ", 512GB SSD,"15.6"" FHD (1920 x 1080) LED","82,500"
"HP 15-fd0202TU Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1235U (12M Cache, 1.30 GHz, up to 4.40 GHz)","8GB DDR4, ", 512GB SSD,"15.6"" FHD (1920 x 1080)","82,500"
"Lenovo IdeaPad Slim 3i Core i5 12th Gen 15.6"" FHD Laptop with Windows 11","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)","16GB 3200MHz, ", 512GB SSD ,"14"" FHD (1920 x 1080)","83,000"
MSI Modern 15 B12MO Core i5 12th Gen 15.6'' FHD Laptop,"Intel Core i5-13420H (12M Cache, 3.4 GHz up to 4.6 GHz)","4GB 3200MHZ , ", 512GB SSD,"15.6"" FHD (1920 x 1080)","83,900"
"HP 15-fd0208TU Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-13420H (12M Cache, 3.4 GHz up to 4.6 GHz)",8GB DDR4  , 512GB SSD,"16-inch,  WUXGA (1920 x 1200) IPS","84,000"
"HP 15-fd0210TU Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-13420H (12M Cache, 3.4 GHz up to 4.6 GHz)","16GB DDR4 3200MHz RAM, ", 512GB NVMe PCIe Gen3x4 SSD ,"15.6"" FHD (1920x1080)","84,000"
"Lenovo IdeaPad Slim 3i Core i5 12th Gen 15.6"" FHD Laptop Abyss Blue","Intel Core i5-1235U (10M Cache, up to 4.4 GHz)","16GB DDR4, ", 512GB SSD,"15.6"" FHD (1920 x 1080)","86,000"
"Samsung Galaxy Book Core i5 11th Gen 15.6"" FHD Laptop","AMD Ryzen 7 7730U (8-core/16-thread, 16MB cache, up to 4.5 GHz)","8GB DDR4, ", 512GB SSD,"15.6"" OLED FHD","86,000"
"Lenovo IdeaPad Slim 3i 15IRH8 Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)","8GB  3200Mhz, ", 512GB SSD,"15.6"" FHD (1920 x 1080)","87,000"
"Lenovo IdeaPad Slim 3i 14IRH8 Core i5 13th Gen 14"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)","8GB DDR4 3200 MHz, "," 256GB SSD, 1TB HDD","14"" FHD (1920 x 1080)","87,000"
"Lenovo IdeaPad Slim 3i 15IRH8 Core i5 13th Gen 15.6"" FHD Laptop With Windows 11","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)","8GB DDR4, ", 512 GB SSD,"15.6-inch, FHD (1920 x 1080) OLED","87,000"
"ASUS VivoBook 16 X1605ZA Core i5 12th Gen 16"" WUXGA Laptop","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)","8GB, ", 512GB SSD,"15.6"" FHD (1920 x 1080)","87,500"
"Lenovo IP Slim 3 15ABR8 Ryzen 7 15.6"" FHD Laptop",AMD Ryzen 5 7530U (2.0GHz up to 4.5GHz),"16GB DDR4 3200MHz, ", 512GB SSD,"15.6"" FHD (1920x1080) ","83,000"
"Lenovo IdeaPad Slim 3i Core i7 11th Gen 15.6"" FHD Laptop","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)","8 GB DDR4 3200MHz, ", 512GB PCIe SSD,"15.6"" FHD (1920 x 1080)","88,000"
"Asus Vivobook S15 S513EA Core i5 11th Gen 15.6"" OLED FHD Laptop","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)","8GB DDR4, ", 512GB SSD,"15.6"" FHD (1920x1080) ","89,000"
"Lenovo IdeaPad Slim 3i Core i7 11th Gen 15.6"" FHD Laptop with Fingerprint",Intel Core i5-1335U (1.3 GHz Up to 4.6 GHz),"8GB DDR4 3200MHz, ", 512GB NVMe PCIe SSD,"14"" FHD (1920x1080) Touch","89,000"
"Lenovo IdeaPad Slim 3i Core i7 11th Gen 14"" FHD Laptop","Intel Core i7-1255U (12M Cache, 3.50 GHz, up to 4.70 GHz)","8GB DDR4 (ON BOARD), ", 512GB M.2 SSD,"15.6"" FHD (1920x1080) ","89,000"
"ASUS Vivobook 15 OLED M1505YA AMD Ryzen 5 15.6"" FHD Laptop","AMD Ryzen 5 5500U (8M Cache, 2.1GHz up to 4.0GHz, 6 cores)","8GB DDR4, ", 512GB M.2 SSD,"15.6"" FHD WV (1920x1080) LED","89,000"
"Lenovo IdeaPad Slim 3i Core i7 11th Gen 15.6"" FHD Laptop Abyss Blue",Intel Core i5-12450H 12th Gen,8GB DDR4  , 512GB SSD,"15.6"" FHD (1920x1080)","89,000"
"ASUS VivoBook 15X K3504ZA Core i5 12th Gen 15.6"" Laptop","Intel Core i5-1335U (12M Cache, 3.40 GHz, up to 4.60 GHz)","8GB DDR5, ", 512GB  SSD,"15.6"" FHD (1920 x 1080)","89,000"
"ASUS Vivobook 15 X1504VA-NJ261W Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)","8GB DDR4, ", 512GB SSD,"14"" FHD (1920 x 1080)","89,500"
"MSI Modern 15 B12M Core i7 12th Gen 16GB RAM 15.6"" FHD Laptop","Intel Core i5-1240P Processor (12M Cache, up to 4.40 GHz)","8GB DDR4, ", 512GB SSD,"14"" FHD (1920x1080) Display","89,900"
"Asus VivoBook Flip 14 TM420UA Ryzen 5 14"" FHD Touch Laptop","AMD Ryzen 5 5625U (16MB L3 Cache, 2.3GHz, up to 4.3GHz)","8GB 3200MHz, ", 512GB SSD,"14"" FHD (1920 x 1080)","89,900"
Acer Aspire 7 A715-76G-59U9 Core i5 12th Gen GTX 1650 4GB 15.6 Inch 144Hz FHD Gaming Laptop,"Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)","16GB DDR4, ", 512GB SSD,"15.6"" FHD (1920 x 1080) IPS","89,900"
"MSI Modern 15 B13M Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1235U (12M Cache, 1.30 GHz, up to 4.40 GHz)","8GB 3200MHz, ", 512GB M.2 SSD,"Features: Backlit Keyboard, Fingerprint, OLED Display","91,500"
"ASUS VivoBook 15X K3504ZA Core i5 12th Gen 15.6"" FHD WV Laptop","AMD Ryzen 5 5500U (8M Cache, 2.1GHz up to 4.0GHz, 6 cores)","8GB DDR4,  ", 512GB NVME SSD,"14"" WUXGA (1920x1200) IPS","91,500"
"Acer Aspire 5 A515-57G-57LE Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i7-1255U (12M Cache, 3.50 GHz, up to 4.70 GHz)","16GB DDR4, ", 512GB SSD,"14"" FHD (1920 x 1080)","91,500"
"HP ProBook 455 G9 Ryzen 5 5625U 15.6"" FHD Laptop","Intel Core i5-1335U (up to 4.6GHz, 12 MB L3 cache)","16GB DDR4, ", 512GB SSD,"14"" FHD (1920 x 1080)","85,000"
"HP 250 G8 Core i7 11th Gen 8GB RAM 1TB HDD 256GB SSD 15.6"" FHD Laptop",Intel Core i5-1335U 13th Gen,"16GB DDR4 3200MHz RAM, ", 512GB NVMe PCIe Gen3x4 SSD ,"14"" FHD (1920 x 1080) LED","92,000"
"HP ProBook 440 G9 Core i5 12th Gen 14"" FHD Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)","16GB DDR4 3200MHz RAM, ", 512GB NVMe PCIe Gen3x4 SSD ,"14"" FHD (1920 x 1080)","93,000"
"ASUS ZenBook 14 UM425UA Ryzen 5 5500U 14"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)","8GB DDR4 3200MHz, ", 1TB M.2 PCIe Gen4 SSD ,"14"" FHD (1920x1080) ","93,500"
"MSI Modern 14 C12MO Core i7 12th Gen 14"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)","16GB DDR4, ", 512GB SSD,"15.6"" FHD (1920x1080) ","91,500"
"HP ProBook 450 G10 Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)","16GB DDR4, ", 512GB SSD,"14” FHD+ (1920x1200), IPS-Level","93,500"
