,Product Name,Processor Type,RAM,Storage,Display,Price
126,"Dell Latitude 3520 Core i5 11th Gen 15.6"" HD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",8GB DDR4 , 512GB SSD,15.6,72000
127,"ASUS VivoBook 16 X1605ZA Core i3 12th Gen 16"" WUXGA Laptop","Intel Core i5-1235U 12th Gen (12M Cache, Up to 4.40 GHz)",8GB RAM , 512GB SSD,15.6,72000
128,"Lenovo V15 Gen 3 Core i5 12th Gen 15.6"" FHD Laptop","Intel Core i5-1235U 12th Gen (12M Cache, Up to 4.40 GHz)",8GB DDR4 , 512GB SSD,,72500
129,"HP 250 G8 Core i5 11th Gen 8GB RAM 256GB SSD 15.6"" FHD Laptop",AMD Ryzen 5 4600H (3.0 GHz Up to 4.0 GHz),8GB DDR4  , 512GB SSD,,72800
130,"HP 15s-eq3619AU Ryzen 5 5625U 15.6"" FHD Laptop","Intel Core i7-1195G7 (12M Cache, 2.90 GHz up to 5.00 GHz)",8GB DDR4  , 512GB SSD,14.0,73200
131,"Lenovo IdeaPad Slim 3i Core i5 11th Gen 15.6"" FHD Laptop","Intel Core i5-1235U (12M Cache, 1.30 GHz, up to 4.40 GHz)",8GB RAM , 512GB SSD,15.6,74000
132,"Acer Aspire 3 A315-59-57VA Core i5 12th Gen 15.6"" FHD Laptop","Intel Core i5-1135G7 (8MB Cache, 2.40 GHz up to 4.20 GHz)",8GB DDR4 , 512GB SSD,14.0,74000
133,"Acer Aspire 3 A315-59-50J9 Core i5 12th Gen 15.6"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",8GB DDR4  , 512GB SSD,15.6,74000
134,"ASUS Vivobook 15 M1502IA-EJ388W Ryzen 5 4600H 15.6"" FHD Laptop",AMD Ryzen 5 7530U (2.0GHz up to 4.5GHz),8GB 3200MHZ , 512GB PCIe SSD,15.6,74000
135,"Thunderobot IGER E1 Core i7 11th Gen 15.6"" FHD Laptop",Intel Core i5-1135G7 11th Gen (2.40 GHz to 4.20 GHz Turbo),8GB DDR4  , 512GB NVME SSD,15.6,74900
136,"Lenovo IdeaPad Slim 3i Core i5 12th Gen 14"" FHD Laptop","Intel Core i7-10510U (8MB Cache, 1.8GHz up to 4.9GHz)",8GB DDR4  , 512GB NVME SSD,15.6,75500
137,"HUAWEI MateBook B3-520 Core i5 11th Gen 15.6"" FHD Laptop","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)",8GB DDR4 , 512GB SSD,14.0,76000
138,"Walton Tamarind MX511G Core i5 11th Gen 14"" FHD Laptop",AMD Ryzen 5 7530U (2.0GHz up to 4.5GHz),8GB DDR4 3200Mhz , 512GB NVMe SSD,14.0,74500
139,"Lenovo IP Slim 3 15ABR8 Ryzen 5 15.6"" FHD Laptop",AMD Ryzen 5 7530U (2.0GHz up to 4.5GHz) ,16GB DDR5 , 512GB SSD,15.6,72000
140,"Dell Latitude 3520 Core i5 11th Gen 512GB SSD 15.6"" HD Laptop","Intel Core i5-1235U (12M Cache, 1.30 GHz, up to 4.40 GHz)",16GB DDR4 3200MHz RAM , 512GB SSD ,,76000
141,"Walton Passion BX710U Core i7 10th Gen 15.6"" FHD Laptop",AMD Ryzen 5 7530U (2.0GHz up to 4.5GHz),8GB 3200MHz , 1TB HDD,15.6,74550
142,"Acer Aspire 3 A315-59 Core i5 12th Gen 15.6"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",8 GB DDR4 3200MHz , 512GB PCIe M.2 SSD,14.0,76500
143,"Acer Swift Go 14 SFG14-42 Ryzen 5 7530U 14"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",8 GB DDR4 3200MHz , 512GB PCIe M.2 SSD,,77000
144,"Acer Swift Go 14 SFG14-41 Ryzen 5 7530U 14"" FHD Laptop With Fingerprint","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",8 GB DDR4 3200MHz , 512GB PCIe M.2 SSD,15.6,77000
145,"Dell Inspiron 15 3520 Core i5 12th Gen 15.6"" FHD Laptop",Intel Core i5-1235U (1.3 GHz Up to 4.4 GHz),8GB DDR4 , 512GB SSD,15.6,78500
146,"ASUS Vivobook 14 M1405YA AMD Ryzen 5 7530U 14"" WUXGA Laptop","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)",16GB DDR4 3200MHz RAM , 512GB SSD ,14.0,78500
147,"Huawei MateBook D15 Core i5 11th Gen 15.6"" FHD Laptop",AMD Ryzen 7 5700U (Base 1.8GHz up to Up to 4.3GHz),8 GB DDR4 3200MHz , 512GB PCIe M.2 SSD,15.6,76000
148,"Huawei MateBook B3-420 Core i5 11th Gen 14"" FHD Laptop","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)",8 GB DDR4 3200MHz , 512GB PCIe M.2 SSD,15.6,76000
149,"Lenovo IdeaPad Slim 3i Core i5 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)",8GB DDR4 , 512GB SSD,15.6,79500
150,"ASUS VivoBook 15 X1502ZA-EJ1249W Core i5 12th Gen 15.6"" FHD Laptop","Intel Core i7-1165G7 (2.8- 4.7GHZ, 12MB )",8GB LPDDR4x , 256GB SSD,15.6,79500
151,"ASUS VivoBook 15 X1502ZA Core i5 1235U 12th Gen 15.6"" FHD Laptop",AMD Ryzen 7 5700U (Base 1.8GHz up to Up to 4.3GHz),8GB DDR5 , 512GB SSD,14.0,79500
152,"Lenovo IdeaPad 3 Ryzen 7 5700U 15.6"" FHD Laptop with Windows 11",AMD Ryzen 5 7520U (2.8 GHz up to 4.3 GHz) ,8GB DDR5 , 512GB SSD,14.0,79900
153,"Acer TravelMate TMP214-54 Core i5 12th Gen 14"" FHD Laptop","Intel Core i5-1235U (3.30 GHz, up to 4.40 GHz)",8GB DDR5 , 512GB SSD,15.6,80000
154,"Acer TravelMate P2 TMP215-54 Core i5 12th Gen 15.6"" FHD Laptop","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)",8GB DDR4 , 512GB SSD,15.6,80000
155,"Lenovo IdeaPad 3i 15ITL6 core i7 11th Gen 15.6"" FHD Laptop","Intel Core i5-1335U (up to 4.6 GHz, 12 MB L3 cache)",8GB RAM , 512GB SSD,15.6,80500
156,"MSI Modern 15 A5M Ryzen 7 5700U 15.6"" FHD Laptop","Intel Core i5-1335U (up to 4.6 GHz, 12 MB L3 cache)",8GB DDR4 , 512GB SSD,15.6,81000
157,"Asus VivoBook Go 15 E1504FA Ryzen 5 7520U 15.6"" FHD Laptop","Intel Core i5-1335U (up to 4.6 GHz, 12 MB L3 cache)",8GB RAM , 512GB SSD,15.6,81500
158,MSI Modern 14 C12MO Core i5 12th Gen 14'' FHD Laptop,"Intel Core i5-1235U (12M Cache, 3.3GHz, Up to 4.40 GHz)",8GB RAM , 512GB SSD,15.6,81900
159,"Acer TravelMate TMP214-53 Core i7 11th Gen 14"" FHD Laptop","Intel Core i5-1235U (3.30 GHz, up to 4.40 GHz)",8GB DDR4 , 512GB SSD,15.6,79500
160,"HP 15-fd0204TU Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1335U (up to 4.6 GHz, 12 MB L3 cache)",8GB RAM , 512GB SSD,15.6,82500
161,"HP 15-fd0205TU Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1335U (up to 4.6 GHz, 12 MB L3 cache)",8GB DDR4  , 512GB SSD,15.6,82500
162,"HP 15-fd0202TU Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1235U (12M Cache, 1.30 GHz, up to 4.40 GHz)",8GB DDR4 , 512GB SSD,15.6,82500
163,"Lenovo IdeaPad Slim 3i Core i5 12th Gen 15.6"" FHD Laptop with Windows 11","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",16GB 3200MHz , 512GB SSD ,14.0,83000
164,MSI Modern 15 B12MO Core i5 12th Gen 15.6'' FHD Laptop,"Intel Core i5-13420H (12M Cache, 3.4 GHz up to 4.6 GHz)",4GB 3200MHZ  , 512GB SSD,15.6,83900
165,"HP 15-fd0208TU Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-13420H (12M Cache, 3.4 GHz up to 4.6 GHz)",8GB DDR4  , 512GB SSD,,84000
166,"HP 15-fd0210TU Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-13420H (12M Cache, 3.4 GHz up to 4.6 GHz)",16GB DDR4 3200MHz RAM , 512GB NVMe PCIe Gen3x4 SSD ,15.6,84000
167,"Lenovo IdeaPad Slim 3i Core i5 12th Gen 15.6"" FHD Laptop Abyss Blue","Intel Core i5-1235U (10M Cache, up to 4.4 GHz)",16GB DDR4 , 512GB SSD,15.6,86000
168,"Samsung Galaxy Book Core i5 11th Gen 15.6"" FHD Laptop","AMD Ryzen 7 7730U (8-core/16-thread, 16MB cache, up to 4.5 GHz)",8GB DDR4 , 512GB SSD,15.6,86000
169,"Lenovo IdeaPad Slim 3i 15IRH8 Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)",8GB  3200Mhz , 512GB SSD,15.6,87000
170,"Lenovo IdeaPad Slim 3i 14IRH8 Core i5 13th Gen 14"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",8GB DDR4 3200 MHz ," 256GB SSD, 1TB HDD",14.0,87000
171,"Lenovo IdeaPad Slim 3i 15IRH8 Core i5 13th Gen 15.6"" FHD Laptop With Windows 11","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)",8GB DDR4 , 512 GB SSD,,87000
172,"ASUS VivoBook 16 X1605ZA Core i5 12th Gen 16"" WUXGA Laptop","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)",8GB , 512GB SSD,15.6,87500
173,"Lenovo IP Slim 3 15ABR8 Ryzen 7 15.6"" FHD Laptop",AMD Ryzen 5 7530U (2.0GHz up to 4.5GHz),16GB DDR4 3200MHz , 512GB SSD,15.6,83000
174,"Lenovo IdeaPad Slim 3i Core i7 11th Gen 15.6"" FHD Laptop","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)",8 GB DDR4 3200MHz , 512GB PCIe SSD,15.6,88000
175,"Asus Vivobook S15 S513EA Core i5 11th Gen 15.6"" OLED FHD Laptop","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)",8GB DDR4 , 512GB SSD,15.6,89000
176,"Lenovo IdeaPad Slim 3i Core i7 11th Gen 15.6"" FHD Laptop with Fingerprint",Intel Core i5-1335U (1.3 GHz Up to 4.6 GHz),8GB DDR4 3200MHz , 512GB NVMe PCIe SSD,14.0,89000
177,"Lenovo IdeaPad Slim 3i Core i7 11th Gen 14"" FHD Laptop","Intel Core i7-1255U (12M Cache, 3.50 GHz, up to 4.70 GHz)",8GB DDR4 (ON BOARD) , 512GB M.2 SSD,15.6,89000
178,"ASUS Vivobook 15 OLED M1505YA AMD Ryzen 5 15.6"" FHD Laptop","AMD Ryzen 5 5500U (8M Cache, 2.1GHz up to 4.0GHz, 6 cores)",8GB DDR4 , 512GB M.2 SSD,15.6,89000
179,"Lenovo IdeaPad Slim 3i Core i7 11th Gen 15.6"" FHD Laptop Abyss Blue",Intel Core i5-12450H 12th Gen,8GB DDR4  , 512GB SSD,15.6,89000
180,"ASUS VivoBook 15X K3504ZA Core i5 12th Gen 15.6"" Laptop","Intel Core i5-1335U (12M Cache, 3.40 GHz, up to 4.60 GHz)",8GB DDR5 , 512GB  SSD,15.6,89000
181,"ASUS Vivobook 15 X1504VA-NJ261W Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1235U (12M Cache, 3.30 GHz, up to 4.40 GHz)",8GB DDR4 , 512GB SSD,14.0,89500
182,"MSI Modern 15 B12M Core i7 12th Gen 16GB RAM 15.6"" FHD Laptop","Intel Core i5-1240P Processor (12M Cache, up to 4.40 GHz)",8GB DDR4 , 512GB SSD,14.0,89900
183,"Asus VivoBook Flip 14 TM420UA Ryzen 5 14"" FHD Touch Laptop","AMD Ryzen 5 5625U (16MB L3 Cache, 2.3GHz, up to 4.3GHz)",8GB 3200MHz , 512GB SSD,14.0,89900
184,Acer Aspire 7 A715-76G-59U9 Core i5 12th Gen GTX 1650 4GB 15.6 Inch 144Hz FHD Gaming Laptop,"Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)",16GB DDR4 , 512GB SSD,15.6,89900
185,"MSI Modern 15 B13M Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1235U (12M Cache, 1.30 GHz, up to 4.40 GHz)",8GB 3200MHz , 512GB M.2 SSD,,91500
186,"ASUS VivoBook 15X K3504ZA Core i5 12th Gen 15.6"" FHD WV Laptop","AMD Ryzen 5 5500U (8M Cache, 2.1GHz up to 4.0GHz, 6 cores)",8GB DDR4  , 512GB NVME SSD,14.0,91500
187,"Acer Aspire 5 A515-57G-57LE Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i7-1255U (12M Cache, 3.50 GHz, up to 4.70 GHz)",16GB DDR4 , 512GB SSD,14.0,91500
188,"HP ProBook 455 G9 Ryzen 5 5625U 15.6"" FHD Laptop","Intel Core i5-1335U (up to 4.6GHz, 12 MB L3 cache)",16GB DDR4 , 512GB SSD,14.0,85000
189,"HP 250 G8 Core i7 11th Gen 8GB RAM 1TB HDD 256GB SSD 15.6"" FHD Laptop",Intel Core i5-1335U 13th Gen,16GB DDR4 3200MHz RAM , 512GB NVMe PCIe Gen3x4 SSD ,14.0,92000
190,"HP ProBook 440 G9 Core i5 12th Gen 14"" FHD Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",16GB DDR4 3200MHz RAM , 512GB NVMe PCIe Gen3x4 SSD ,14.0,93000
191,"ASUS ZenBook 14 UM425UA Ryzen 5 5500U 14"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",8GB DDR4 3200MHz , 1TB M.2 PCIe Gen4 SSD ,14.0,93500
192,"MSI Modern 14 C12MO Core i7 12th Gen 14"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",16GB DDR4 , 512GB SSD,15.6,91500
193,"HP ProBook 450 G10 Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",16GB DDR4 , 512GB SSD,,93500
194,"Acer Aspire 5 5M-A515-58GM Core i5 13th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",Intel Core i5-12450H 12th Gen,8GB DDR4 , 512GB SSD,15.6,94000
195,"MSI GF63 THIN 12UCX Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD 144hz Gaming Laptop",Intel Core I7 13th Gen-1355U (10 Cores  + 12 Threads),8GB DDR4 , 512GB SSD,15.6,94500
196,"Asus VivoBook 15 S513EQ Core i5 11th Gen 8GB RAM 15.6"" OLED FHD Laptop","Intel Core i5-1240P Processor (12M Cache, up to 4.40 GHz)",8GB DDR4 2666MHz , 512GB SSD,16.0,95000
197,"Asus VivoBook 15 K513EQ Core i5 11th Gen 15.6"" OLED FHD Laptop",AMD Ryzen 7 5700U(1.8GHz Up to 4.3GHz) ,8GB DDR4 , 512GB SSD,14.0,95000
198,"Lenovo IdeaPad Slim 5 14IAH8 Core i5 12th Gen 14"" WUXGA Laptop","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)",8GB DDR4 (ON BOARD) , 512GB M.2 SSD,15.6,95000
199,"Acer Aspire 7 A715-76G Core i5 12th Gen RTX 3050 4GB Graphics IPS 144Hz 15.6"" Gaming Laptop","Intel Core i7-11800H (24M Cache, 2.30 GHz up to 4.60 GHz)",8GB DDR4  , 512GB SSD,15.6,95900
200,"Acer Aspire 5 A515-58GM-74CC core i7 13th Gen RTX 2050 4GB 15.6"" FHD Gaming Laptop"," Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",16GB DDR4 , 512GB SSD,,96500
201,"Acer Aspire 5 AN515-57G-52HF Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i7-1255U (12M Cache, 3.50 GHz, up to 4.70 GHz)",8GB , 256GB SSD,,96900
202,"ASUS VivoBook Flip 14 TM420UA-EC046 Ryzen 7 5700U 14"" FHD Touch Laptop","Intel Core i5-1335U (12M Cache, 3.40 GHz, up to 4.60 GHz)",8GB , 256GB SSD,13.3,97000
203,"Walton Tamarind MX711G Core i7 11th Gen 14"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",8GB DDR4 , 512GB SSD,14.0,97500
204,"MSI GF63 THIN 11SC Core i7 11th Gen GTX 1650 Max Q 4GB Graphics 15.6"" FHD 144hz Gaming Laptop","Intel Core i7-1355U (12M Cache, 3.70 GHz, up to 5.00 GHz)",8GB RAM , 512GB SSD,14.0,97000
205,Asus ExpertBook B3 Flip B3402FEA Core i5 14-inch 250 Nits 360° FHD Touch Laptop,"Intel Core i7-1355U (12M Cache, 3.70 GHz, up to 5.00 GHz)",Memory: 16GB DDR4 3200MHz RAM , 256GB SSD + 1TB HDD,14.0,98000
206,"Acer TravelMate TMP214-54 Core i7 12th Gen 14"" FHD Laptop","Intel Core i5-13420H (12M Cache, 3.4 GHz up to 4.6 GHz)",8GB DDR4 (ONBOARD) , 512GB M.2 SSD,15.6,98000
207,"Acer Aspire 5M-A515-58GM Core i5 13th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i5-1335U (12M Cache, 3.30 GHz, up to 4.40 GHz)",8GB DDR5 , 512GB SSD ,,99500
208,"Asus Vivobook S15 S513EQ Core i5 11th Gen 15.6"" OLED FHD Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",8 GB DDR4 3200MHz , 512GB PCIe SSD,13.3,102500
209,"MSI Modern 14 C13M Core i7 13th Gen 14"" FHD Laptop","Intel Core i7-1255U (12M Cache, 3.30 GHz, up to 4.70 GHz)",8 GB DDR4 3200MHz , 512GB PCIe SSD,14.0,104500
210,"MSI Modern 15 B13M Core i7 13th Gen 15.6"" FHD Laptop","Ryzen 5 5600H (L2 3MB & L3 16MB Cache, 3.3GHz Up to 4.2GHz)",8GB DDR4 (ONBOARD) , 512GB M.2 SSD,14.0,105500
211,"MSI Commercial 14 H A13MG Core i5 13th Gen 14"" FHD+ Laptop","Intel Core i7-11800H (24M Cache, 2.30 GHz up to 4.60 GHz)",16GB , 512GB SSD,16.0,106000
212,"ASUS VivoBook 15X K3504VA Core i5 13th Gen 15.6"" FHD Laptop","Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)",8GB DDR4 , 512GB SSD,16.0,106500
213,"MSI Cyborg 15 A12UCX Core i5 12th Gen RTX 2050 4GB Graphics 8GB RAM 15.6"" FHD Gaming Laptop","Intel Core i5-1240P Processor (12M Cache, up to 4.40 GHz)",8GB DDR4 3200MHz  , 512GB SSD,,107000
214,"ASUS VivoBook 15X K3504ZA Core i7 12th Gen 15.6"" FHD WV Laptop","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)",16GB DDR4 , 512GB SSD,16.0,107500
215,"ASUS Vivobook 16X OLED M1603QA Ryzen 5 5600H 16"" 4K Laptop","Intel Core i7-11370H Processor (12M Cache, 3.30 GHz up to 4.80 GHz)",16GB , 512GB SSD,,108000
216,"ASUS TUF Gaming F15 FX506HF Core i7 11th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",Intel Core i7-1355U(1.7 GHz Up to 5.0 GHz),16GB , 512GB SSD,16.0,108900
217,"Asus ZenBook 14 UX425EA Intel Core i5 1135G7 11th Gen 14"" FHD WV Laptop","Intel Core i5-13420H (12M Cache, 3.4 GHz up to 4.6 GHz)",8GB DDR4 , 512GB SSD,14.0,109000
218,"Acer Aspire 7 A715-51G Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",Apple M1 chip with 8-core CPU and 7-core GPU,8GB DDR4 , 512GB SSD,,111500
219,"Asus VivoBook 15 X513EP Core i7 11th Gen MX330 2GB Graphics 15.6"" FHD Laptop With Windows 11",Apple M1 chip with 8-core CPU and 7-core GPU,8GB DDR4 3200MHz , 512GB SSD,13.6,112000
220,"ASUS VivoBook Pro 15 K3500PA Core i7 11th Gen 15.6"" FHD Laptop","Intel Core i5-12500H (18M Cache, up to 4.50 GHz)",8GB DDR5 , 512GB SSD,16.0,113500
221,"ASUS Vivobook 15 X1504VA-NJ263W Core i7 13th Gen 15.6"" FHD Laptop","Intel Core i7-1255U (12M Cache, up to 4.70 GHz)",8GB DDR4 3200MHz  , 512GB SSD,14.0,113500
222,"MSI Cyborg 15 A13UC Core i5 13th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i7-11370H (12M Cache, 3.30 GHz up to 4.80 GHz, with IPU)",8GB DDR5 4800MHz , 512GB SSD,13.6,113500
223,"Apple MacBook Air 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MGN63) Space Gray","Intel Core i7-11370H (12M Cache, 3.30 GHz up to 4.80 GHz, with IPU)",16GB DDR4 3200MHz  , 512GB SSD,14.0,112000
224,"Apple MacBook Air 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MGN93) Silver","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz)",16GB DDR4 , 512GB SSD,14.0,112000
225,"Lenovo Yoga 6 13ABR8 Ryzen 5 7530U 13.3"" FHD Touch Laptop ","Intel Core i5-1235U (12M Cache, 3.3 GHz up to 4.4 GHz)",16GB DDR5 , 512GB SSD,14.0,115000
226,"ASUS TUF Gaming F15 FX507ZC4 Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop","AMD Ryzen 5 7535HS (3.3GHz up to 4.55GHz, 6 cores)",16GB DDR4 , 512GB SSD,13.6,115900
227,"HP ProBook 440 G9 Core i7 12th Gen 14"" FHD Laptop","Intel Core i7-1355U (up to 5.0GHz, 12 MB L3 cache)",8GB RAM , 512GB SSD,14.0,117500
228,"Lenovo IdeaPad Gaming 3i Core i7 11th Gen GTX 1650 4GB Graphics 15.6"" FHD Laptop","Intel Core i7-1355U (up to 5.0GHz, 12 MB L3 cache)",8GB DDR5 4800MHz , 512GB SSD,,118000
229,"Lenovo IdeaPad Gaming 3i Core i7 11th Gen GTX 1650 4GB Graphics 15.6"" FHD Laptop With 3 Years Warranty","Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz)",16GB DDR4 3200MHz , 512GB NVMe SSD,15.3,118000
230,"Asus VivoBook 15 S513EQ Core i7 11th Gen MX350 2GB Graphics 15.6"" FHD OLED Laptop","Intel Core i5-11300H (8M Cache, 3.10 GHz up to 4.40 GHz)",16GB DDR4 , 512GB SSD,,118000
231,"Lenovo IdeaPad Flex 5 14IAU7 Core i5 12th Gen 14"" WUXGA Touch Laptop","AMD Ryzen 5 4600H (8MB Cache, 3.0GHz up to 4.0GHz)",16GB DDR4 3200MHz  , 512GB SSD,14.0,118000
232,"Lenovo IdeaPad Gaming 3 15ARH7 Ryzen 5 7535HS RTX 2050 4GB Graphics 15.6"" FHD Laptop","Intel Core i5-12500H Processor (18M Cache, up to 4.50 GHz)",8GB DDR4 3200MHz  , 512GB SSD,,118000
233,"HP ProBook 440 G10 Core i7 13th Gen 14"" FHD Laptop","Intel Core i5-1335U (12MB Cache, up to 4.6 GHz)",8GB DDR5 4800MHz , 512GB SSD,14.5,118500
234,"HP ProBook 450 G10 Core i7 13th Gen 15.6"" FHD Laptop",AMD Ryzen 7 7730U ,16GB DDR4 , 512GB SSD,13.3,118500
235,"Asus VivoBook 15 S513EQ Core i7 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop","AMD Ryzen 7 5825U (2.0GHz Up to 4.5GHz, Core 8, Threads 16)",8GB , 256GB SSD,13.6,119000
236,"Lenovo IdeaPad Slim 5i Pro Core i5 11th Gen MX450 2GB Graphics 16"" Laptop With 3 Years Warranty","AMD Ryzen 5 5625U (16MB L3 Cache, 2.3GHz, up to 4.3GHz)",16GB DDR5 , 512GB SSD,13.6,121000
237,"Asus TUF Gaming A17 FA706ICB Ryzen 5 4600H RTX 3050 4GB Graphics 17.3"" FHD Gaming Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",16GB DDR5 , 512GB SSD,13.3,121000
238,GIGABYTE G5 MF Core i5 12th Gen RTX 4050 6GB Graphics 15.6'' FHD 144Hz Gaming Laptop,AMD Ryzen 5 7535HS,16GB DDR4 , 512GB SSD,15.3,124000
239,"ASUS VivoBook S 14 Flip TP3402VA Core i5 13th Gen 14"" WUXGA Touch Laptop","Intel Core i7-11800H (24M Cache, 2.30 GHz up to 4.60 GHz)",8GB , 256GB SSD,15.3,124000
240,"Lenovo Yoga 6 13ABR8 Ryzen 7 7730U 13.3"" FHD Touch Laptop",AMD Ryzen 7 7735HS ,16GB RAM , 512GB SSD,15.3,125000
241,"Asus ZenBook 14 UM3402YA Ryzen 7 5825U 14"" WQXGA Laptop","Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)",16GB DDR5 , 512GB SSD,14.0,129000
242,"Asus ZenBook 14 OLED UM3402YA Ryzen 5 5625U 14"" WQHD Laptop","AMD Ryzen 5 5600H (L2 3MB & L3 16MB Cache, 3.3GHz Up to 4.2GHz)",16GB , 512GB SSD,13.5,129500
243,"MSI Cyborg 15 A12VE Core i5 12th Gen RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i5-11400H Processor (12M Cache, 2.70 GHz up to 4.50 GHz)",16GB (8x2) DDR5 , 1TB SSD,13.3,129500
244,"Lenovo IdeaPad Pro 5 16ARP8 Ryzen 5 7535HS 16"" 2.5K Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",16GB DDR5 4800MHz , 512GB SSD,,129500
245,"ASUS TUF Gaming F15 FX506HF Core i7 11th Gen RTX 3050Ti 4GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i5-12500H Processor (18M Cache, up to 4.50 GHz)",16GB DDR5 , 512GB SSD ,,129900
246,"Lenovo IdeaPad Pro 5 16ARP8 Ryzen 7 7735HS 16"" 2.5K Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",16GB LPDDR5 , 512GB SSD,14.5,130000
247,"ASUS TUF Gaming F15 FX507ZC4 Core i7 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",8GB , 256GB SSD,,131900
248,"ASUS Vivobook Pro 15 M3500QC Ryzen 5 5600H RTX 3050 4GB Graphics 15.6"" FHD Laptop","Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)",16GB DDR4 , 512GB SSD,14.2,132000
249,"ASUS TUF Gaming F15 FX506HE Core i5 11th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD Gaming Laptop","Ryzen 7 5800H (8-core, 16-thread, 20MB cache, up to 4.4 GHz)",16GB DDR4 3200MHz , 512GB NVMe SSD,,133500
